PC1,PC2,PC3,Class
-1.457613050925685,-2.5730234833624017,-1.3883468536331889,0
-2.501717238502286,-1.3186326937295927,1.0526582429944036,0
-2.7314509016584134,-1.3118035179377239,-0.4395493146228675,0
-2.533606446983894,-0.8556945388930962,-0.8905823202697807,0
-1.5023874821085932,0.7268232949703975,1.6811747391389202,0
-2.1649579233576186,-1.6576248802073983,0.0629391314733106,0
-1.527207045823564,1.3352330615604258,0.5763453553983771,0
-0.069385445493117745,-1.3053180121123098,0.7692555092406614,0
0.5177180640261833,-0.40571444928572936,-0.9410143096350398,0
-1.9401580561181027,0.06346837134566288,-1.336946768517427,0
-1.0328364419128666,-1.0943745220714485,0.8879236120590922,0
-0.08829797988448611,0.5843143293956182,0.9807048084166167,0
0.37700934078984105,1.756676168854499,-0.25053350128245944,0
0.5884171458970133,0.6800260797731115,0.7684010644352733,0
0.45562740884654074,-0.60284175371456,-0.46313113089199454,0
0.6639093146971906,-0.3509823879888936,0.686346670282033,0
-1.0862029690141983,-2.380976527501336,0.9812592035489339,0
-0.7202323838150827,-1.4035240671831009,0.744640054332702,0
0.3163887479479064,0.05364748812900662,-0.6149342610875455,0
-0.9562818675741317,-1.4048039437170443,0.9413386239742003,0
-0.0618011346580096,-2.1863492737812935,-0.47933101210997925,0
0.41730468609023746,-3.1096435251969075,-2.7514891297200816,0
1.3808062614168477,-1.9652369645823808,0.6854964773891022,0
1.8857436484574162,-0.36401743130717834,-0.1703335981099173,0
1.78234572284797,-1.204655511901096,0.06668409297051898,0
-1.2566952082801517,-2.4185996451446607,-0.24728374514975862,0
1.6745883280629394,-1.2799673799439828,0.6762804456945103,0
0.11353362548882522,-1.9211453070684463,-0.5437886238886992,0
0.383245514127689,-1.1405599627335952,0.8189882114464122,0
0.845105872404618,-0.9988016864912715,-0.12193885623664212,0
-1.4013130930779831,-3.0204417316384693,-0.44018791249553535,0
1.3214896522867405,-0.1954774400367803,0.027322139472174784,0
1.2959148554534734,-0.2326601085558988,-1.3868754171921978,0
0.37690678447072573,0.9071279412073673,0.4510111263739828,0
0.7819351780175846,-1.6162602279507494,-0.4071175278635812,0
-0.3446536219034566,-1.963374459184818,-0.412529319189295,0
0.36065259428802665,-1.2683005547700916,0.8354581118026703,0
0.9272707177807225,-0.5527984395155194,-0.413327853700341,0
0.9503691207836751,-0.609993609583235,-0.3528452449896858,0
1.3209505365164929,-0.7699981038557194,0.5502649266141315,0
0.9632124020408147,-0.4333410808879807,0.6063992284229904,0
0.7345134243929092,-1.2800828812620608,-0.05989758803253433,0
1.337414596545137,-0.5290108587585044,0.20906613633042118,0
1.2233875302106936,0.13638712065999742,-0.18809311507883628,0
0.9706168941193093,1.5823553379238082,0.042942698526132084,0
1.0606411774143525,-0.2864718484383501,-0.31417259140988163,0
2.0799387728153618,1.5548229322817722,-1.4149682232624048,0
1.076163913858363,1.4562117936756538,0.6903468584916493,0
1.081945206104773,-0.7634264946050315,0.5935490180148993,0
1.0713975912591105,-1.1778680091250862,-0.5280351797175288,0
1.4940314935963717,-1.1497485027811325,0.5411495312163065,0
1.8016985534593368,-1.4947505817117126,0.08301921359222786,0
1.4765251767272245,-0.42516450137940764,1.648543565655932,0
0.45348568492046976,-0.2256298973239191,0.8549993037876643,0
1.184293189331879,-0.744972925092548,-0.8352087755803785,0
1.669176392901514,0.0445856671483231,0.6575730661669306,0
2.250548672586547,-0.1962597861752125,0.24294238336152899,0
0.510623717030014,0.8500664754301008,-1.4844744697812116,0
1.8344451153162238,2.1679586588567092,-2.186723492853376,0
2.5117123517372684,2.2030201099142612,-1.3914478729898743,0
1.8557140573369373,1.596336559690134,-1.3832886664803294,0
1.3137409431540648,-3.534950072954413e-4,-1.3483307807045248,0
1.8674239706224405,0.15090657909028113,0.48133484027395734,0
2.0324008051167817,0.7689107797377533,-0.9515613299222452,0
2.0422013860807655,0.032692686783202925,0.48546931940692284,0
0.3267762681096,-1.2852090555936915,-1.7380925780392307,0
1.479044856720178,-0.05630439189251237,0.4701884733888014,0
1.1419729009203907,0.12863052293065952,0.6707713792681979,0
1.4816152597031693,-0.389266915916386,0.5530713763370129,0
0.9282987335136978,-0.3017149778713061,0.8427737718956333,0
1.2217597808674743,-0.6650090622672892,0.746116409344463,0
1.7595576739774315,-0.8144445471162016,0.622246290127575,0
1.2216792914290338,-0.16453450025756278,0.6396562615592383,0
0.8189378764778068,-0.10521593123962449,-0.4867681690185832,0
1.0201307971812594,-0.13947296280324412,-1.42191536179578,0
1.567033381114638,-0.3258814577451956,-0.6207154804523436,0
1.2941176047994272,1.5636507458734008,-1.2660757798386686,0
-1.2038022844245646,-0.12584925329658792,0.7502470003300528,0
2.44587642974907,-0.6100288555593338,0.46509912986247776,0
